,ID,Tweet,Label
614,45907,go route believe accusation levied conservative conservative saint,NOT
615,70193,convenient democrat must destroy man front wife child sake power power allows weaponize fbi cia nsa irs used conservative,OFF
616,26735,favorite bot ily,NOT
617,54215,yeah godless liberal hate truth fact,NOT
618,75929,remind antifa ratbags,OFF
619,90291,ya played beta last night fan since bad company 2 mind u shit fucking awful gunplay fine graphic themself spooky hell bright make nauseous,NOT
620,57526,antifa altleft go richard simmons stalker,NOT
621,22473,impressive corruption lie,OFF
622,11865,legacy crap would anyone want save crap,OFF
623,41824,bow one gonna reply matter worded sounded liketake camera shove as lol,OFF
624,96433,nicely said mr redwood,NOT
625,72152,trump given anything profiting office basking power attention,NOT
626,80922,voting optional certainly novemeber critical like amp share agree mustvote2018 republican wakeuprepublicans conservative maga url,NOT
627,79870,good kind make wonder bonehead really accomplished getting people watch support team missionaccomplishedwewontwatch maga istand boycottnfl trump2020,NOT
628,65469,pls get rid holly uneducated sport wheb sportscaster throgh sport professional presentation look like joke,OFF
629,63777,guilty criminal behavior amp know god remove amp barrier getting truth maga,NOT
630,14327,world expect america go back normal trump url tcot maga rednationrising,NOT
631,11725,hear mei knee due pressure exerted lol,NOT
632,29195,recall president ever taking random question long period time answering almost everyone liberal accuse king tyrant pretty accommodating,NOT
633,19746,indie noun place people talented working hard get spot opportunity knock everybody,NOT
634,62826,mediatoo selective putrid outrage conservative liberal want u know moral kavanaugh repub stand url,OFF
635,15685,trial separation 500 kid without parent lowlife like thrilled,NOT
636,69737,best news ever gop ready straight jacket,NOT
637,90715,god idea god say like people fact feel sent u trump answer prayer,NOT
638,42088,absolutely hilarious liberal predictable,OFF
639,45643,look like joke liberal forttrump poland boomingeconomy url,NOT
640,99618,exactly record basically saying president law noted gop fine rudy issue url,NOT
641,81844,portugal fluked way 2 penalty shoot out cr play final,NOT
642,47251,big blot dharmic kashmiri pandits community name modernity lost sanity reflects way supported loony woman hinduphobia,OFF
643,45979,saying bad pointing relates antifa,NOT
644,97893,everyday working men woman vote republican keep trump policy vote cost money folk maga winning url,NOT
645,88069,yep truly paragon beauty,NOT
646,83927,booo hooo hoo raised spoiled brat,OFF
647,72808,yay awesome maga reppowervote strengthened powerprayers red tsunami,NOT
648,68777,fucked night,OFF
649,84163,conservative unable think critically make conservative 20th century thing,NOT
650,63245,bad bytches prolly got fucked attitude oughta ya look carry far,NOT
651,56764,60 minute one bragged story guy thought great female ceo story evil one cbs verify reporting,NOT
652,86053,protest indeed right right make sure none money go nfl anything support including nike,NOT
653,77688,go south side thousand died strictest gun control policy country work,OFF
654,54783,gun control keep terrorist shooting,NOT
655,10972,trump supporter even wear hat without abused meet animal left attack antifa branch communist socialist nazi democrat party,NOT
656,63015,cut policing last 10 year conservative police warned would detrimental important factor lack youth centre play scheme another factor,NOT
657,16822,wemarchforourlives enoughisenough say need solves gun special usa fall election focused electing actual gun control dump old dnc gop empowerment 4action url,NOT
658,30740,want see corrupt bitch gitmo birthday url,OFF
659,68984,give break,NOT
660,52906,evil delusional eats high quality paint chip,OFF
661,10607,guncontrol advocate must stop falling assure electorate love horrific 2a url,NOT
662,45134,chicago living proof gun control work,NOT
663,18186,democrat cut funding cia go around done conservative play rule get fucked every time url,OFF
664,48549,attention publicizing antifa target list trump supporter name high profile many random trump supporter please report twitter suspended account chick list name list,NOT
665,62598,preaching choir cannot repeated often enough though yet deep red state conservative keep getting elected time national adjustment,NOT
666,37674,jump private plane fly sunset,NOT
667,10969,uor kkkkk,NOT
668,98353,maybe supporting pill abort computer email seems worked pretty well coming store soon bleachbit pill buy include free sledge hammer well,NOT
669,24090,done franklin bout die jail fit,NOT
670,45077,yes,NOT
671,28057,bono clearly racist,OFF
672,70417,miss pope benedict xvi much,NOT
673,10862,people laughable leave alone gonna great,NOT
674,25291,see damn shame delusional gotta worst even boston ben stans,OFF
675,24774,fool,OFF
676,62647,racist god le 10 population cry 90 put together trump great job cause got white skin ya need hate,OFF
677,14899,love,NOT
678,14179,shit right also showed polish friend quite triggered,OFF
679,98184,tough crap mazie men false accusation well hurt democrat lie false accusation biased government agency biased medium sensationalism antifa bully etc,OFF
680,63772,got signing book cute url,NOT
681,15135,still building hiding nuke yeah pop got played like udiot,OFF
682,68016,elected president doesnt mean earned start serving people country mean shall well desrerved serve tho hiding pocket give break keep commander,OFF
683,17819,please confuse liberal fact,NOT
684,89377,lol troll im glad went away u trump supporter told gtfo thank god got real superstar going actually fight everyone matter choose vote awesome please join u rly need ur help,OFF
685,67651,basically preaching religious end world people congrats,NOT
686,85397,still defend,NOT
687,70412,like antifa berkeley professor assaulted someone bike lock,NOT
688,73227,love badass,OFF
689,94489,funny liberal democrat work together fight twitter,NOT
690,20586,pretty yet naive great actress though everything said american value freedom american people gun control doesnt work look chicago,NOT
691,95713,,NOT
692,84300,right,NOT
693,82248,angelina funny rhe wrong time imngonna shoot bitch uppdoals,NOT
694,26229,moron groper trudeau lying liberal stomped charter value test holt renfrew favourite shopper horwath premier ford trying save taxpayer money maybe bug horwath,OFF
695,24753,sorry loss everyone blaming yet control still amazing person keep head,NOT
696,43235,1 party conference good time remind party particularly governing party mandate actually exactly people brexit,NOT
697,69860,supporting gun control url,NOT
698,45879,see tweet another garbage tweet liberal contributed nothing except add confirmation liberal talking point amp believed,OFF
699,73871,informed process take 10 business day transfer credit expired myki card active card wtf people use computer whatajoke,OFF
700,92284,unfortunately real way democrat feel black could would put u plantation socialism making citizen slave government conservative never let happen kind treason 2 amendment,OFF
701,48417,world need much much antifa venom,NOT
702,83330,yo as probably playing super easy smh go home,OFF
703,39036,francis must forced aside church need cleansed top bottom,OFF
704,78673,pm,NOT
705,42249,hey men right thing liberal democrat rapist abuser criminal kiss white url,OFF
706,30430,chill goat level rendered kal basic human communication capability completely useless go show powerful unit,NOT
707,88612,anyone else think franken resigned way actually witnessed heard,NOT
708,77444,oh no tough shit,OFF
709,15537,aaaahh scribe us run away tiny mantis cool scary,NOT
710,16066,think lying seen threat seen thousand comment article story,NOT
711,49447,paid doubt,NOT
712,12935,bruh lmaooo,OFF
713,74347,good maybe give,NOT
714,10305,definitely believe credible compared man lied oath 4 time,NOT
715,73814,stubby little arm,OFF
716,29627,legit got saying written right,NOT
717,19165,argue fucking day long im right,OFF
718,34510,bullshit regulation good keep conservative striping land abyss,OFF
719,85432,really say russian collusion proven 2 yr besides collusion crime people winning wwg1wga maga,NOT
720,82116,hey bee itch indicted go gitmo,OFF
721,47527,let fix accused people heard eric trump made anit semetic remark,NOT
722,84131,think canadian liberal actually blame trudeau cost per standard push u,NOT
723,20292,pres trump right release classified doc prof investigation biased began almost 2 yr later mueller nothing trump damage presidency occurred due liberal,OFF
724,90092,nah see sideline burst sunday first player care stats need,NOT
725,10535,nba plant,NOT
726,98976,99 9 alumnus standing christineblaseykavanaugh even know none witness story democrat amp liberal destroy america confirmkavanaughnow,OFF
727,87824,disgusting hypocrite,OFF
728,14234,turned speech sounded like liberal becoming another nasty party personal attack various individual,OFF
729,26305,mdzs2018 day 15 character deserves love wen ning beautiful innocent person deserves love world personality adorable give need protect adopt url,NOT
730,61775,main muckspreader surprised various twist turn fake novichok story url,NOT
731,63476,implying agent devil fully agree,OFF
732,66714,ok racial epithats left call black conservative bigotry hypocrisy walkaway many dont blind tool establishment keep resisting outsider political elite millionaire,OFF
733,29381,maybe smart enough get trumptrain tired getting run unlike sycophant url,OFF
734,82649,alec knew problematic get,NOT
735,16298,sick as people url,OFF
736,48283,understand racist tho,NOT
737,81781,important would like think health rest well bc always work hard army purple,NOT
738,91624,appreciate patience compliance thank supporting future,NOT
739,49371,much projection even doozy far left democratic socialist antifa member amazing,NOT
740,77319,antifa giving death threat professor ford threatening violence candidate loses spanky impeached,OFF
741,54898,rep maxine water threatening violence president vise president come permitted doj washington capital police sleeping democrat law crime url,OFF
742,47528,collab make minecraft fortnite video really nice fun try,NOT
743,29007,full truth justice url,NOT
744,73204,scummy human,OFF
745,34041,running team way preller tell,NOT
746,24263,awww going miss,NOT
747,48900,surprised need fiscal conservative le solve illinois financial mess,NOT
748,95154,presidenttrump elected tired destructive dems look strong conservative like treygowdy url,NOT
749,22919,people take pride living place survival moment moment struggle everything shit feel tougher stronger people successful pleasant educated clean area plagued violence death guy,OFF
750,25854,evidence based cdc cdc7words bannedwords orwell doubleplusgoodspeak maga trumphasdementia,NOT
751,38116,1 2 protect trumpie 2 2 increase presidential power 3 2 kill roe v wade 4 2 limit voting right 5 2 weaken gun control 6 2 deal religious liberty congress august body lost moniker went whole hog 4 trumpism url,OFF
752,69006,absolutely nothing wrong victim perpetrator,NOT
753,85147,point clearly ignorant nature sexual assault,OFF
754,59208,1st trust fbi polygraphi pas habitual liar fear caring lie probably closet antifa member insane wait 30 yr true others could hurt bc complancey,NOT
755,32689,also still behind,NOT
756,52773,mmmhm heard street gave extra second get shit together,OFF
757,21861,flake left yet dare people hang man without evidence word loon repressed memory sue bet shuts fast,OFF
758,10214,finally administration care legal citizen,NOT
759,83680,love meme lil levity heavy day cognitive dissonance qanon maga trump wwg1wga greatawakening pray url,NOT
760,30076,time tell type jump lefty bandwagon demonize someone fair chance policy either huge failure like liberal result losing next election success ontario dig hole,OFF
761,80858,us rehab place escape trouble make joke situation jail assaulting police officer threatening kill classless leave boring carole,OFF
762,57412,gonna suck gun control,OFF
763,32636,better futanary work real,NOT
764,43949,rate claim safe act nation toughest gun control law mostly false url,OFF
765,85134,stop trying make brandon run put trip option sprint option stuff run play action option formation bring book least four series,NOT
766,26240,mean one step closer getting rust,NOT
767,10867,thought said nyt failing fake news true made,OFF
768,98437,need long look mirror,NOT
769,61831,another illegal,OFF
770,94232,point although convenient excuse conservative assume one trump tbey ate clinton asinine,OFF
771,16030,airplane say woman fall love trek star,NOT
772,82479,valid,NOT
773,38262,yes,NOT
774,32036,obama remembered man destroy libya imagine mi6 cia give blm antifa gun wage war v trump control msm say trump use chemical weapon legalize coup blood obama hand,OFF
775,49515,shit like follow stating basic fact totally diverting actual point stating fact phony,OFF
776,20892,im saving good shitttt,OFF
777,92887,irresponsible amp believe ur smart enough understand evil fbi jd plot thwart dt leak press investigated thing u know wrong evil,OFF
778,39829,service cut answer none specific waste eliminate without answer commitment nothing political flannel,NOT
779,40223,ngl look good pineapple pissing offf,NOT
780,74497,think made liberal upset,NOT
781,55268,saw morning hope ok bless heart thank,NOT
782,82256,prepared say remember time liberal believe b,OFF
783,38450,nansbabh bitch stfu,OFF
784,49858,2 way president trump lose 2020 gun control immigration bill wall,OFF
785,36863,parent parkland victim call stricter gun control rally sep 8 11 29 pm et url,NOT
786,64166,murda fucker,OFF
787,12113,e fake willing joined stayed month,NOT
788,30045,gun control save life,NOT
789,69013,liberal complain time evaluate record sit anonymous letter week wait like criminal assassinate character good man end despicable,OFF
790,51884,sat levi commercial know support gun control stance,NOT
791,54694,absolutely love serena however way behaved totally ref within right deflecting making woman right,NOT
792,20538,fine people referring military vet amp others legal permit protest removal historical statue good enough standard counter protester antifa,NOT
793,54897,fr people always bullshit amp postponing missing anything else another person get shit together else fails go amp tbh end better time anyway,OFF
794,10414,sociopath incapable feeling empathy period,OFF
795,34254,become issue choosen supreme court fact show liberal,NOT
796,77653,real rocky oh god,NOT
797,86742,another b story one watching football,OFF
798,71736,done,NOT
799,11048,suck plan team lemon,OFF
800,67022,texas sen cruz thanks peta tofu push working favor url tcot maga rednationrising,NOT
801,28457,1 thought gun control uganda 2 record gun country 3 law controlling border 4 safe,NOT
802,69147,louisiana attorney general jeff landry encourages attorney general jeffsessions break bigtech company like google facebook nothing going happen get new ag november maga url,NOT
803,17307,never understood officer visibly supporting tighter gun control make job much dangerous random people w gun,NOT
804,56191,bother conservative unison attack woman seek justice,NOT
805,43711,fixing headline antifa protestors chant believe christine ford,NOT
806,45171,9 factory worker gunned iowa city 20 gauge winchester pump action shotgun nra blame gun control law,OFF
807,39050,high school,NOT
808,16945,prime example anymore liberal government want know constitution prefer dictate superior american hate republic brazen need keep votethemallout,OFF
809,11438,understand wanting title whining pissing moaning stop talking start getting done enough already coward got beat somebody looking,OFF
810,33891,moochelle amp obama meh,NOT
811,22879,called educating liberal,NOT
812,38273,talented clare else make paper,NOT
813,38062,5 epic moment 3 sentence graaawrl wyvern breakfast guy dumb healer babysit fire shit try dragon foolishness also need bury half body tank try get half stomach url,OFF
814,79780,march match kinscem,NOT
815,39490,whenever conservative lose court ruling bitch moan activist judge agenda judge whenever anyone else loses court ruling accept lost court ruling conservative whiny baby,OFF
816,54792,good one entirely responsible fallout undermine usa year come,NOT
817,39486,qanon devotee shooting sandy hook elementary school 2012 hoax false flag curry favor gun control,NOT
818,53424,vast majority counterprotestors normal cville resident antifa blm people violence instigated initially white supremacist antifa protected clergy member black resident,NOT
819,79553,besides leftist celebrity never use death threat least good conservative like,NOT
820,79631,awesome personable know people appreciate maga url,NOT
821,98501,chatterbox,NOT
822,70336,suggest using handcuff remove,OFF
823,34666,destroyed 09 08 18 back story friendly glorious sweet young lady may need little time decompress feel confident please help tonight url url,NOT
824,96396,say older may understand anyone belief quite irrelevant asserting,NOT
825,15428,really good news u conservative texas give repubs supermajority senate,NOT
826,47227,morning,NOT
827,15892,hilarious keep defending woman watched 20 year liar hypocrite obstructionist like crumb need people like support though,OFF
828,69283,brexit chequer proposal disaster britain chuckchequers url,NOT
829,75067,say knew email approved released knew could release grand standing got called theatrics unbecoming u senator call fake news like call,OFF
830,76138,antifa fascist since indoctrinated probably even know fascism actually antifa fighting neo nazi fighting anyone call nazi justify hate,NOT
831,29328,liberal still understand evidence color shocked,NOT
832,46033,weak really beat as,OFF
833,89726,hold another poll coming soon url,NOT
834,31749,smart,NOT
835,18432,exaggerating much appreciated,NOT
836,68552,go date first sex best world sex better,OFF
837,93132,pure become like atsushi kun whispered could hear child thinking hard love adopted saved showed beautiful light atsushi kun,NOT
838,76238,show scared liberal new going guided constitution amp bill right honestly believed made powerless today court trump maga amp deplorables helping url,OFF
839,97760,republican going learn democrat hate conservative vote thursday,OFF
840,75960,guy legit case trump fuck sexual orientation law yet dude need take court say someone describes one sue people,OFF
841,64496,dishonored zone balance dangerously high edge shitty ghetto overrun rat bloodflies,OFF
842,63730,explain said true know due process mean know anyone go court crime like affect life exempt process ridicule,OFF
843,64620,call normal thing tho co even call friend sub yet responsibility start buying data outing dunno go lowcut girl full hometown,NOT
844,82776,fault support gun control,NOT
845,12356,pick random conservative issue u try force fit indian narrative next might gun control,NOT
846,28568,bluffing brought trump need insist say proof lying trump win either way,NOT
847,27111,everyone wow must exhaustive research project url,NOT
848,49964,understand annie stuck understand,NOT
849,66328,happens tell white liberal get congratulate woke put money mouth simple fact life break brain,NOT
850,98745,google need lose 501 3c privlages,NOT
851,83941,shameonyou conservative proud inflicting horror folk palestinian url,OFF
852,98985,cuz truth like one bit fit agenda maga,NOT
853,71468,someone never played spiderman 2 kid want tried year 2 back idk kinda collective nostalgia people web swinging mechanic busted fuck kinda trash,OFF
854,40813,waiting mean as florence gonna ack,OFF
855,33057,awesome agree yeah man preach wait read oh shit,OFF
856,26810,realize violent trump supporter pale comparison left antifa ring bell,NOT
857,12171,happy birthday tyler may god favor day amazing blessed today amp always,NOT
858,68459,fucking bf nigga,OFF
859,36448,oh hope okay,NOT
860,10329,feinstein need go husband investigated china deal post office deal conflicted dignity,OFF
861,85525,better pray hard come guilty better prove innocent child wrap prison destiny woman lie 1 million lie sexual assault rape,NOT
862,36194,flake,OFF
863,24804,one favourite brilliant short story wonderful,NOT
864,70910,finally holy shit finally reading goat,OFF
865,34204,disrespect make real sacrifice defend freedom appalling punk,OFF
866,27787,take snowflake maga lightweight day week standard,NOT
867,80940,greatestthingsaboutthe90s nothing treacherous lefty medium people made sure benny hill taken tv even treacherous conservative conspired remove maggie thatcher leader almost fatally signed u even deeper extremely hostile commie eu,OFF
868,53105,7 hospital personnel shot dead wisconsin 20 gauge winchester pump action shotgun nra blame gun control law,OFF
869,96446,go head switch nike gun control url,NOT
870,65816,wondering shit east coast causing god send florence punish good guess would neo faux christian follower trump,OFF
871,77037,horrendously sad know give joy know smarter president,OFF
872,37615,stopbrexit peoplesvote need listen expert url,NOT
873,31315,gutierries help pr besides hoping high body count blame trump,OFF
874,66259,spartacus,NOT
875,42682,whenever see get vote make think liberal trying rally voter historically much lower turnout number er see asian think hell might vote republican p,NOT
876,32023,want near watched show never said anything loving said want ruin chance get u keeping real,NOT
877,63875,opinion barbz attacked remy way acceptable cardi 26 nicki flow style changed beginning career,NOT
878,81662,oh god joking right 15 hour officer fire work 24 sometimes back back 15 hour give break,NOT
879,12962,surprising trudeau liberal using emotionally manipulate divide canadian since beginning,NOT
880,65955,wearing shirt promoting gun control,NOT
881,15041,go nats blow lead 8th inning learned strasburgh everyone think inconsistent,NOT
882,43202,aaaaaaaaa exciting majority friend second year point blow receive moving whole as country hit yet film study hate apparently wbu babie,OFF
883,92371,new gun control law waste time amp energy better spent holding worthless politician accountable refusal enforce current law create law never enforce,OFF
884,46757,keep good work liberal waste time cry pointing country move closer greatness maga,OFF
885,21521,even know subject side sarandon class even disagree classless rambling fool,OFF
886,99729,love fat chowing cake cooky future liberal want,OFF
887,85983,least coward like platform donor list berniernation time conservative right thing,OFF
888,49007,ooh capricorn today match love scorpio friendship gemini career libra today star rating love mood money career bal say url,NOT
889,71197,blame antifa time right wing nut trumpers,NOT
890,33127,convert hard discouraged father jewish jewish,NOT
891,65418,solved problem chicago alright wish leader would think something different get attention gun control getting old,OFF
892,51469,would know,NOT
893,58505,maga mike mack funniest tweet ever know pissed funny jonesout url,NOT
894,71369,hilarious try liberal medium lackey done,NOT
895,93663,guess robber know nyc gun control law,OFF
896,90375,make proud resident city atlanta good see place georgia still character integrity right amidst state never seem get part together,NOT
897,40221,maybe 5 thing day little sensible gun control fucking country,OFF
898,12791,resounding maga,OFF
899,42212,yet another good guy gun need common sense gun control legislation dosomthing votethegopout countryoverparty document alleged mass murderer thought wife cheating url,OFF
900,17769,let guess victim circumstance heaven forbid got shot robbing place moron liberal would screaming gun control kid control upbringing control self control,OFF
901,18734,today history repeating liberal got away disgusting trick long need stopped deeply damaging country democrat concerned country power money know never happen,NOT
902,97389,lindsey graham us butt hole,OFF
903,30007,ugh meant wig shit,OFF
904,97580,wonder many child molested,OFF
905,87687,oldest son president ronald reagan lay case conservative back netneutrality url wonder 80 democratic republican voter oppose fcc repeal call congress today url,NOT
906,39471,investigation son antifa terrorist going,OFF
907,15731,1 end war drug 2 slash shit tax across board 3 repeal unconstitutional gun control law url,OFF
908,88101,sure really low carb diet hospital carry low carb muffin lol,NOT
909,56476,think talk referee like expect everyone support treat specially,NOT
910,29651,good see hosting emmy bombed seems liberal like humor asked back career killer da rating tanking bomb go celebrate liberal pal,OFF
911,74777,disagreeing basically saying hope right spontaneously combust,NOT
912,83269,reply haleigh afp think blocking,NOT
913,67031,seriously best,NOT
914,68744,like idea supporting company url,NOT
915,45253,video made join antifa,NOT
916,60916,fast furious holder lol,NOT
917,27974,scalp custer,NOT
918,68647,forget deletion social medium doubt anti trump pro antifa one asking cannot fix year day genuinely gullible one beer somehow ended bedroom implausible,OFF
919,15888,plain stupid think clever come next ge public make tory pay casting political dustbin yr come see smug,OFF
920,84493,kwasia ur shatta wale even career start idiot reign album hype seff dey zero release album hype yh vim zero,OFF
921,40586,remember time cited clearly well known fake antifa account paper good time,NOT
922,94290,gun control support downfall,NOT
923,19983,simonsays jack viney eats brick breakfast favourite moment game melkshams colossal celebration one heart soul player url,NOT
924,39309,andrea mitchell another political hack embedded news medium listen tone interview looking gotcha moment instead commending guy work every turn shoot kill,OFF
925,10775,barking mad url let dog bekhit fahim youtube url,NOT
926,46581,yes,NOT
927,20722,santa clarita 9on netflix funny fuck,OFF
928,10181,please stop calling loser elite,OFF
929,24227,yeeeeess,NOT
930,80034,testament fucked world free spout bullshit jail even investigated statutory rape,OFF
931,50044,hopefully titan sooner later,NOT
932,29439,kathy patriot love great president trump spine u steel changing trade amp everything american americafirst usa maga leadership amp respect economy job peacethrustrength god bless trump amp theusa,NOT
933,42502,want accept result election welcome leave country would make happy fear mongering interrupt u enjoying widespread posterity nation history,OFF
934,70844,think jisoo focused found taeyoun,OFF
935,64197,antifa caught guard getting confronted last person ever wanted answer url url,NOT
936,64194,claiming rape fbi jurisdiction day said 6 fbi background check anything would found also investigate something complainant even know maga,OFF
937,50688,line sound familiar soon talk gun control typical nra funded gop response nra sponsored mass murder,OFF
938,40855,little concerned q follower slowly become sort right wing sjw antifa thingie also excuse horrible english native languase much schooling sorry suck,NOT
939,46354,witch,OFF
940,39642,libs v conservative simple,NOT
941,16289,become party sky falling going die sad bunch,OFF
942,32717,craziest mf sadly far worse example good christian,OFF
943,70286,pitiful reason economy soaring office president trump get rid pen phone regulation legacy shattered know speech democrat message vote republican november,NOT
944,79787,boop police department freeze oh shit cute open boopboopboop url,OFF
945,77153,notice focused pic none kissy pic see guy girl stare camera anything,NOT
946,67127,soros guy need investigated kicked nation amp name keep coming anti american group finance antifa pay folk act crazy trump event know sovereignty hate constitutional right,OFF
947,63799,keep texas red cruz maga campaign,NOT
948,77122,leftist need condemn violence antifa,NOT
949,10621,muppet 6 2 215 lb voter puerto rican decent doesnt take b white liberal like,OFF
950,90608,yes included smoothing reserve put place conservative knew next year year toughest five year cycle prediction proving correct,NOT
951,89088,way creepier say way stupid thing url,OFF
952,98510,book still wanting money public liberal probably buy soros buy lot copy make best seller probably done liberal book voteredtosaveamerica,NOT
953,19742,simply get smear campaign going medium democrat want said oath supposed get pas said lie woman fraud cahoot liberal delay amp divert midterm,OFF
954,93762,bernie congress long getting closer death bed since old dirt concern many bill try write endorse decided run potus tell,OFF
955,72353,beautiful person teach value kid teaching royalty keep keep going head stay real,NOT
956,38534,veiled accusation derail never stop resist antifa fingerprint,NOT
957,43565,yelp lost confidence gave local staple good review hamburger fucking grey swear god grey,NOT
958,28119,liberal love hype crouton financial genius much success due downloading cost prov raiding ei surplus etc said use tool box give prop decent steward public purse,NOT
959,92949,bad life suck 4 u schiff4brains ur going along wi ur criminal friend red line crossed lie u tell u never b anything belly snake maga trump2020 schiff4brains url,OFF
960,36568,thank standing decency liberal left old tactic lie 11th hour lefty liberal hater story stink outside maga tcot url,OFF
961,26590,every comedian suddenly die,NOT
962,96095,15 sign say entrepreneur url smb url,NOT
963,36424,nigga say anything,OFF
964,73626,convinced hell lot liberal type conservative could real conversation vice versa either would admit whack job commie scare shit everybody time started talking,OFF
965,95255,maybe tweet bible verse ferengi url,NOT
966,73324,great hi fiona,NOT
967,31755,bet headed view,NOT
968,42431,lord,NOT
969,70621,person also need change remainer put charge brexit negotiation clue,NOT
970,85638,poor conservative going asking government handout relief,NOT
971,18732,followed patriot already following pls follow back thanks great list trumpsters maga patriotsunite,NOT
972,26828,blocked also even know,NOT
973,12606,going get crushed,NOT
974,78774,besth,NOT
975,36869,keep going patriot friend spam spam send follower url,NOT
976,31485,get shit poppin,OFF
977,16628,forget antifa amp southern poverty smear center,NOT
978,79993,well saw clicked ben link see blocked never heard,NOT
979,87315,one bet people organizer antifa url,NOT
980,56516,dearprofessorford want know zero respect amp antifa style attack kavanaugh thought going drop bomb face covered amp blow good man life exposed political hack shame,OFF
981,79483,disco pose white dude overbite look classic 70 dance move,OFF
982,41303,canadian came made good u disrespect serve served country appreciation,NOT
983,21829,total bullshit,OFF
984,68461,itne liberal ko burnol khana padega,NOT
985,23438,address lost offering issue please community manager please tell u whats get offering due full consumables,NOT
986,68042,nice visit mommie dearest really bribe diet pepsi eat rest dinner something else love lady,NOT
987,40253,fascism right fully represented protected hold left account threat tax haven,NOT
988,47322,relatable url,NOT
989,81082,fails realize party antifa complete lack self awareness people dangerous enemyofthepeople,OFF
990,61216,list conservative would never ending,NOT
991,19256,hah make think cat back home lt 3 mighty hunter,NOT
992,29104,need makeup bc beautiful asf angel love u,NOT
993,78859,url explains disrespected idiot like urself korzemba,OFF
994,88494,sick puppy normal teen boy dont attempt rape predatory behavior prob isnt isolated behavior,NOT
995,39354,jason better tweeting click bait,NOT
996,39211,serena outplayed amp acted like spoiled brat rule,OFF
997,81349,14 stan twitter texted steph morning abt thing love nice kind deserves world,NOT
998,46664,chuck old play game going forward,NOT
999,82598,bono utterly stupid ridiculous wealthy tax avoiding hypocrite fascist listen u2,OFF
1000,30950,cry river trump,NOT
1001,88589,correction antifa peaceful protester,NOT
1002,22963,well osuna as really sure went claiming punch woman sir asshole completely wrong tweet nothing osuna clear fact giles punch suck,OFF
1003,40252,first even pizza panera,NOT
1004,45586,keep getting,NOT
1005,13262,austria,NOT
1006,92100,distance home right sending doll factory proof soon going love fiona,NOT
1007,95062,saying ben ben hell going something tweet crap djt,OFF
1008,91923,like nra biased gun control,NOT
1009,31538,welcome back parliament federal liberal violated fundraising rule cdnpoli ethic url,NOT
1010,83578,course young dumb really brain believe socialism,OFF
1011,64523,lmfao,NOT
1012,38963,america win president trump google maga americafirst,NOT
1013,75339,hi sexy,OFF
1014,88171,liberal would story jesus running,NOT
1015,71560,url mccaskill owes back tax private jet paid maga kavanaugh christinablaseyford qanon thursdaymotivation,NOT
1016,94486,knowing abortion stake november mobilizes pro life force kavanaugh denied make critical conservative maintain senate r seat election could blessing,NOT
1017,58956,ooooo damn look like rainbow pretty shit,OFF
1018,37692,nigga getting put list straight as nigga seen good yoshi patchmade jay rest as,OFF
1019,81446,absolutely fucking done bye felicia url,OFF
1020,18243,liberal cheer live illegal alien,NOT
1021,51146,leftist commie usa going get little bit riled think maga mbga mcga socialist lefty conservative patriot mega trump democrat republican url,OFF
1022,28204,toxictory minister attempted expense 50 charity donation toriesmustgo dissolvetheunion url,NOT
1023,57533,ah,NOT
1024,13324,go back canada freak,OFF
1025,64977,liberal trump hater leak bit classified intel patriotic right thing presidnet trump order entire document declassified country dangerous potentially harmful right hypocrite pathetic,NOT
1026,33809,goodluck bet emmy,NOT
1027,29091,shame entire country mad,NOT
1028,70525,poor baby entire network trusted people still watching cnn brainwashed liberal demonrats url,OFF
1029,49772,got many newyork liberal moving state see town,NOT
1030,36174,welcome know speak every one thinking good meeting place u,NOT
1031,29665,know wonderful one woman campaign bring therese back may starting think little pushy,NOT
1032,76300,beautiful like grandma bless,NOT
1033,22797,holy shit pt 2,OFF
1034,34570,coming soros militia intellectual mind behind antifa,NOT
1035,82016,morphed antifa antifa get better coverage important soros cash ie upset know racist stuff trump child cage everything like ya know,NOT
1036,23502,good luck maga votered url,NOT
1037,54975,let keep energy talking gun control mass shooting,NOT
1038,86239,tough say football manages appeal side spectrum except maybe far liberal sorry rant lol,NOT
1039,91440,tell simply rudeand racist mother,OFF
1040,32751,get twitter liberal url,NOT
1041,50597,support gun control texas long beto,OFF
1042,82629,connect usb token iphone,NOT
1043,51303,orin hatch born 1934 84 year old completely touch around see accountable action need term limit,NOT
1044,72886,believe close got thankful ok,NOT
1045,66367,ford takeover ontario conservative make trump takeover gop look geologically slow,NOT
1046,60710,18 year old constitutional ballistic expert answer google search trained 2ashallnotbeinfringed,NOT
1047,77255,huge fuck part,OFF
1048,50648,nothing satisfying good scratch howk scottish badger,NOT
1049,51890,wow colour scheme living also pretty,NOT
1050,20570,liberal responsible deterioration american society ashamed know,OFF
1051,52818,action talk bullshit walk,OFF
1052,29871,make sense antifa cut word anti fascist nazi hitler fascist definition many called right winger tend fascist view trump listen called left far fascist,OFF
1053,85045,haaaaaa cause never happened ye gonna tweet shit make sure fact kid,OFF
1054,90879,whereas almost year late trying demonstrate give toss woman right need law disgrace embarrassment keele legal profession alex prioritising right sexual predator victim damage u gt url,OFF
1055,68714,politicslive conservative told u selling council house deregulating rental housing market solution would lead housing cheaper rent home ownership look homeless figure sky high rent lack tennant right profit tory selling public land labour,NOT
